,Attrition,BusinessTravel,DailyRate,Department,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
376,0,Travel_Rarely,1178,Sales,500,3,87,3,2,Sales Executive,4,4936,14862,4,No,11,3,3,1,18,2,2,7,7,0,7
377,0,Travel_Rarely,329,Research & Development,501,4,96,3,1,Research Scientist,3,2543,11868,4,No,13,3,2,1,6,3,3,2,2,2,2
378,1,Non-Travel,1362,Sales,502,1,67,4,2,Sales Executive,4,5304,4652,8,Yes,13,3,2,0,9,3,2,5,2,0,4
379,0,Travel_Rarely,1311,Research & Development,505,3,97,3,4,Manager,4,16659,23258,2,Yes,13,3,3,0,30,2,3,5,4,1,2
380,0,Travel_Rarely,1371,Sales,507,4,77,3,2,Sales Executive,3,4260,5915,1,Yes,12,3,4,1,5,2,4,5,2,0,3
381,0,Travel_Rarely,202,Sales,508,3,72,3,1,Sales Representative,2,2476,17434,1,No,18,3,1,1,1,3,3,1,0,0,0
382,1,Travel_Frequently,575,Research & Development,510,3,73,3,1,Research Scientist,1,3102,6582,0,No,22,4,3,0,7,2,3,6,4,0,4
383,0,Travel_Rarely,253,Research & Development,511,1,43,3,1,Research Scientist,2,2244,24440,1,No,13,3,4,1,2,1,3,2,1,1,2
384,0,Travel_Rarely,164,Sales,513,2,61,2,3,Sales Executive,3,7596,3809,1,No,13,3,2,2,10,2,3,10,9,9,0
385,1,Travel_Frequently,464,Research & Development,514,3,40,3,1,Research Scientist,4,2285,3427,9,Yes,23,4,3,0,3,4,3,1,0,0,0
386,0,Travel_Rarely,1107,Research & Development,515,4,95,3,1,Laboratory Technician,1,3034,26914,1,No,12,3,3,1,18,2,2,18,7,12,17
387,0,Travel_Rarely,759,Sales,516,4,46,3,2,Sales Executive,2,5715,22553,7,No,12,3,3,2,8,5,3,5,4,1,3
388,0,Travel_Rarely,201,Research & Development,517,2,95,3,1,Laboratory Technician,1,2576,20490,3,No,16,3,2,1,8,5,3,5,2,1,2
389,0,Travel_Rarely,1305,Research & Development,518,3,49,3,2,Manufacturing Director,2,4197,21123,2,Yes,12,3,4,0,18,2,2,1,0,0,1
390,0,Travel_Rarely,982,Research & Development,520,1,59,2,4,Research Director,2,14336,4345,1,No,11,3,3,1,25,3,3,25,10,3,9
391,0,Travel_Rarely,555,Research & Development,521,2,78,2,2,Laboratory Technician,3,3448,13436,6,No,22,4,2,1,20,3,3,1,0,0,0
392,0,Travel_Rarely,821,Research & Development,522,1,86,3,5,Research Director,1,19406,8509,4,No,11,3,3,1,24,4,2,4,2,1,2
393,0,Non-Travel,1381,Sales,523,3,72,3,2,Sales Executive,3,6538,12740,9,No,15,3,1,1,6,3,3,3,2,1,2
394,0,Travel_Rarely,480,Research & Development,524,2,31,3,2,Manufacturing Director,1,4306,4156,1,No,12,3,2,1,13,5,1,13,10,3,12
395,0,Travel_Frequently,313,Research & Development,525,4,61,3,1,Laboratory Technician,4,2258,15238,7,No,20,4,1,1,8,1,3,3,2,1,2
396,0,Travel_Rarely,1473,Research & Development,526,3,74,3,2,Healthcare Representative,3,4522,2227,4,Yes,14,3,4,0,8,3,3,5,2,0,2
397,0,Travel_Rarely,891,Sales,527,2,99,2,2,Sales Executive,4,4487,12090,1,Yes,11,3,2,0,5,3,3,5,4,1,3
398,0,Non-Travel,1063,Research & Development,529,2,72,3,2,Research Scientist,3,4449,23866,3,Yes,15,3,1,2,15,2,3,13,11,10,7
399,0,Travel_Rarely,329,Research & Development,530,4,98,2,1,Laboratory Technician,1,2218,16193,1,No,12,3,3,1,4,3,3,4,2,3,2
400,0,Travel_Frequently,1218,Research & Development,531,2,52,3,5,Manager,3,19197,8213,1,Yes,14,3,3,1,21,3,3,21,8,1,6
401,0,Travel_Frequently,906,Sales,532,3,86,4,4,Sales Executive,1,13212,18256,9,No,11,3,4,3,36,0,2,7,7,7,7
402,0,Travel_Rarely,1082,Sales,533,2,83,3,2,Sales Executive,3,6577,19558,0,No,11,3,2,0,6,6,3,5,4,4,4
403,0,Travel_Rarely,645,Sales,534,2,49,4,3,Sales Executive,1,8392,19566,1,No,16,3,3,1,10,2,3,10,7,0,7
404,0,Travel_Rarely,1300,Research & Development,536,3,79,3,2,Laboratory Technician,1,4558,13535,1,No,12,3,4,1,10,2,3,10,0,1,8
405,1,Travel_Rarely,688,Research & Development,538,1,91,3,1,Laboratory Technician,1,4031,9396,5,No,13,3,3,1,6,5,3,2,2,0,2
406,0,Travel_Rarely,319,Research & Development,543,4,39,2,3,Manufacturing Director,3,7969,19609,2,Yes,14,3,3,0,28,4,3,5,4,0,4
407,0,Travel_Rarely,192,Research & Development,544,1,69,3,1,Research Scientist,4,2654,9655,3,No,21,4,4,2,8,3,2,2,2,0,2
408,0,Travel_Rarely,1490,Research & Development,546,4,30,3,4,Manager,4,16555,10310,2,No,13,3,4,0,31,2,1,5,2,1,4
409,0,Travel_Frequently,532,Research & Development,547,1,92,3,2,Research Scientist,3,4556,12932,2,No,11,3,2,1,19,3,3,5,4,0,2
410,0,Travel_Rarely,317,Research & Development,548,3,43,1,2,Manufacturing Director,4,6091,24793,2,No,20,4,3,0,11,2,3,5,4,0,2
411,0,Travel_Rarely,422,Research & Development,549,1,41,3,5,Manager,1,19566,3854,5,No,11,3,4,0,33,5,1,29,8,11,10
412,0,Travel_Rarely,1485,Research & Development,550,3,87,3,2,Manufacturing Director,3,4810,26314,2,No,14,3,3,1,19,5,2,10,7,0,8
413,0,Travel_Frequently,1368,Research & Development,551,4,88,2,2,Healthcare Representative,4,4523,4386,0,No,11,3,4,3,7,4,4,6,5,0,4
414,1,Travel_Rarely,1448,Sales,554,1,62,3,1,Sales Representative,2,3202,21972,1,Yes,16,3,2,0,6,4,3,5,3,1,4
415,1,Travel_Frequently,296,Sales,555,4,33,1,1,Sales Representative,3,2351,12253,0,No,16,3,4,1,3,3,2,2,2,1,0
416,0,Travel_Frequently,1490,Research & Development,556,4,42,3,1,Laboratory Technician,4,1702,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0
417,0,Travel_Rarely,1398,Sales,558,3,79,3,5,Manager,3,18041,13022,0,No,14,3,4,0,21,2,3,20,15,1,12
418,0,Travel_Rarely,1349,Research & Development,560,1,90,3,1,Research Scientist,4,2886,3032,1,No,22,4,2,2,3,3,1,3,2,0,2
419,0,Non-Travel,1400,Research & Development,562,3,53,3,1,Laboratory Technician,4,2097,16734,4,No,15,3,3,1,9,3,1,5,3,1,4
420,0,Travel_Rarely,986,Research & Development,564,2,93,2,3,Research Director,3,11935,21526,1,No,18,3,3,0,10,2,3,10,2,0,7
421,1,Travel_Rarely,408,Research & Development,565,3,71,2,1,Research Scientist,2,2546,18300,5,No,16,3,2,0,6,2,4,2,2,1,1
422,1,Travel_Rarely,489,Human Resources,566,1,52,2,1,Human Resources,4,2564,18437,1,No,12,3,3,0,1,3,4,1,0,0,0
423,0,Non-Travel,1398,Sales,567,3,69,3,3,Sales Executive,1,8412,2890,0,No,11,3,3,0,10,3,3,9,8,7,8
424,0,Travel_Rarely,210,Sales,568,1,56,2,4,Manager,4,14118,22102,3,No,12,3,3,1,32,3,2,1,0,0,0
425,0,Travel_Rarely,1099,Research & Development,569,2,88,2,4,Manager,3,17046,9314,0,No,15,3,2,1,28,2,3,27,10,15,7
426,0,Non-Travel,1116,Research & Development,571,3,49,3,1,Laboratory Technician,4,2564,7181,0,No,14,3,3,0,12,2,2,11,7,6,7
427,0,Travel_Frequently,1499,Sales,573,3,80,2,3,Sales Executive,1,10266,2845,4,No,19,3,4,0,22,5,4,18,13,13,11
428,0,Travel_Rarely,983,Research & Development,574,1,65,3,2,Manufacturing Director,4,5070,7389,5,No,13,3,3,3,20,2,3,5,0,0,4
429,0,Travel_Rarely,1009,Research & Development,575,1,51,3,4,Research Director,3,17861,2288,6,No,13,3,3,0,26,2,1,3,2,0,1
430,0,Travel_Rarely,144,Research & Development,577,4,46,1,1,Laboratory Technician,3,4230,19225,0,No,15,3,3,0,6,2,3,5,4,4,3
431,0,Travel_Rarely,548,Research & Development,578,3,42,3,2,Laboratory Technician,3,3780,23428,7,No,11,3,3,0,19,3,3,1,0,0,0
432,0,Travel_Rarely,1303,Research & Development,579,4,62,2,1,Research Scientist,3,2768,8416,3,No,12,3,3,1,14,3,3,7,3,5,7
433,0,Travel_Rarely,1125,Sales,580,3,94,2,3,Sales Executive,4,9071,11563,2,Yes,19,3,3,1,15,3,3,3,2,1,2
434,0,Travel_Rarely,1274,Research & Development,581,3,33,3,3,Manufacturing Director,2,10648,14394,1,No,25,4,4,1,13,6,4,13,8,0,8
435,1,Travel_Rarely,1277,Research & Development,582,2,56,3,3,Manager,3,13610,24619,7,Yes,12,3,4,0,15,2,4,7,6,7,7
436,1,Travel_Rarely,587,Research & Development,584,1,38,1,1,Laboratory Technician,4,3408,6705,7,No,13,3,1,3,8,2,3,4,3,1,3
437,0,Travel_Rarely,413,Sales,585,4,57,3,1,Sales Representative,2,2983,18398,0,No,14,3,1,0,4,3,3,3,2,1,2
438,0,Travel_Rarely,1276,Research & Development,586,4,72,3,3,Healthcare Representative,3,7632,14295,4,Yes,12,3,3,0,10,2,3,8,7,0,0
439,1,Travel_Frequently,534,Research & Development,587,1,66,3,3,Healthcare Representative,3,9824,22908,3,No,12,3,1,0,12,2,3,1,0,0,0
440,1,Travel_Frequently,988,Human Resources,590,2,43,3,3,Human Resources,1,9950,11533,9,Yes,15,3,3,3,11,2,3,3,2,0,2
441,0,Travel_Frequently,1474,Research & Development,591,2,97,3,1,Laboratory Technician,3,2093,9260,4,No,17,3,4,1,8,4,3,2,2,2,0
442,0,Non-Travel,635,Sales,592,2,32,3,3,Sales Executive,4,9980,15318,1,No,14,3,4,0,10,3,2,10,3,9,7
443,1,Travel_Frequently,1368,Research & Development,593,3,99,2,1,Laboratory Technician,3,3894,9129,5,No,16,3,3,0,4,3,3,2,2,1,2
444,0,Travel_Rarely,163,Sales,595,2,37,3,2,Sales Executive,4,4051,19658,2,No,14,3,1,1,14,2,3,9,7,6,7
445,0,Travel_Rarely,1117,Sales,597,1,83,3,4,Manager,2,16835,9873,3,No,23,4,4,0,37,2,3,10,9,7,7
446,0,Non-Travel,267,Sales,599,4,56,3,2,Sales Executive,4,6230,13430,7,No,14,3,4,0,16,3,3,14,3,1,10
447,0,Travel_Rarely,619,Sales,600,2,85,3,2,Sales Executive,3,4717,18659,9,No,11,3,3,0,15,2,3,11,9,6,9
448,0,Travel_Rarely,302,Research & Development,601,2,75,3,4,Manufacturing Director,3,13237,20364,7,No,15,3,3,0,22,3,3,20,6,5,13
449,0,Travel_Frequently,443,Research & Development,602,3,48,3,1,Laboratory Technician,3,3755,17872,1,No,11,3,1,1,8,3,3,8,3,0,7
450,0,Travel_Rarely,828,Sales,604,2,77,3,2,Sales Executive,4,6582,8346,4,Yes,13,3,3,0,10,2,4,6,5,0,5
451,0,Travel_Rarely,319,Research & Development,605,4,56,3,3,Manufacturing Director,1,7406,6950,1,Yes,21,4,4,1,10,5,2,10,9,5,8
452,0,Travel_Rarely,561,Sales,606,4,61,3,2,Sales Executive,2,4805,16177,0,No,19,3,2,1,9,3,4,8,7,3,7
453,1,Travel_Frequently,426,Human Resources,608,2,58,3,1,Human Resources,3,2741,22808,0,Yes,11,3,2,1,8,2,2,7,7,1,0
454,0,Travel_Rarely,232,Research & Development,611,4,34,3,2,Manufacturing Director,4,4262,22645,4,No,12,3,2,2,8,2,4,3,2,1,2
455,0,Travel_Rarely,922,Research & Development,612,1,95,4,4,Research Director,3,16184,22578,4,No,19,3,3,1,10,2,3,6,1,0,5
456,0,Travel_Rarely,688,Sales,613,3,44,2,3,Manager,4,11557,25291,9,No,21,4,3,1,10,3,2,5,4,0,1
457,1,Travel_Frequently,1306,Sales,614,2,69,3,1,Sales Representative,2,1878,8059,1,Yes,14,3,4,0,0,3,3,0,0,0,0
458,0,Non-Travel,1094,Sales,615,3,58,1,3,Sales Executive,1,10932,11373,3,No,15,3,3,1,20,2,3,1,0,0,1
459,0,Non-Travel,509,Research & Development,616,1,62,2,2,Healthcare Representative,3,6811,2112,2,Yes,17,3,1,0,10,3,3,8,7,0,7
460,0,Travel_Rarely,775,Sales,618,1,45,3,2,Sales Executive,3,4306,4267,5,No,12,3,1,2,8,5,3,0,0,0,0
461,0,Travel_Rarely,195,Sales,620,1,80,3,2,Sales Executive,3,4859,6698,1,No,16,3,4,0,5,3,3,5,4,0,3
462,0,Travel_Rarely,258,Sales,621,4,74,4,2,Sales Executive,4,5337,19921,1,No,12,3,4,0,10,3,3,10,7,5,7
463,1,Travel_Rarely,471,Research & Development,622,3,66,1,1,Laboratory Technician,4,2340,23213,1,Yes,18,3,2,0,1,3,1,1,0,0,0
464,0,Travel_Rarely,799,Research & Development,623,2,59,3,3,Manufacturing Director,4,7491,23848,4,No,17,3,4,0,12,3,4,6,5,1,2
465,0,Travel_Frequently,1034,Research & Development,624,1,86,3,3,Healthcare Representative,3,10527,8984,5,No,11,3,4,0,28,3,2,2,2,1,2
466,0,Travel_Rarely,1276,Sales,625,2,91,3,4,Manager,1,16595,5626,7,No,16,3,2,1,22,2,3,18,16,11,8
467,0,Non-Travel,142,Sales,626,1,69,3,3,Sales Executive,2,8834,24666,1,No,13,3,4,1,9,6,3,9,5,7,7
468,0,Travel_Rarely,956,Research & Development,630,4,78,3,2,Research Scientist,1,5577,22087,3,Yes,12,3,2,2,18,3,3,10,9,6,9
469,1,Non-Travel,1474,Sales,631,4,60,4,2,Sales Executive,3,4707,23914,8,No,12,3,4,0,6,2,3,4,2,1,2
470,0,Travel_Frequently,535,Sales,632,4,38,3,1,Sales Representative,4,2400,5530,0,No,13,3,3,2,3,3,3,2,2,2,1
471,0,Travel_Rarely,1495,Research & Development,634,3,76,3,2,Healthcare Representative,3,9824,22174,3,No,19,3,3,1,18,4,3,1,0,0,0
472,0,Travel_Rarely,446,Research & Development,635,2,65,3,2,Manufacturing Director,2,6447,15701,6,No,12,3,2,1,8,2,2,6,5,4,3
473,0,Travel_Rarely,1245,Research & Development,638,4,58,2,5,Research Director,3,19502,2125,1,Yes,17,3,3,1,31,5,3,31,9,0,9
474,0,Travel_Rarely,691,Research & Development,639,2,89,4,1,Research Scientist,4,2725,21630,1,Yes,11,3,2,2,6,3,3,6,5,1,4
475,0,Travel_Rarely,703,Sales,641,1,66,3,2,Sales Executive,2,6272,7428,1,No,20,4,4,2,6,5,4,5,3,1,4
476,0,Travel_Rarely,823,Research & Development,643,4,94,2,1,Laboratory Technician,2,2127,9100,1,No,21,4,4,1,1,2,3,1,0,0,0
477,0,Travel_Frequently,1246,Human Resources,644,1,99,3,5,Manager,2,18200,7999,1,No,11,3,3,1,32,2,3,32,5,10,7
478,0,Travel_Rarely,622,Sales,645,2,40,3,1,Sales Representative,3,2096,26376,1,No,11,3,3,0,7,1,3,7,4,0,6
479,1,Travel_Frequently,1287,Research & Development,647,1,55,3,1,Laboratory Technician,3,2886,14168,1,Yes,16,3,4,1,6,4,3,6,3,1,2
480,1,Travel_Frequently,448,Sales,648,2,74,2,1,Sales Representative,1,2033,14470,1,No,18,3,3,1,1,2,4,1,0,0,0
481,0,Travel_Rarely,254,Research & Development,649,2,83,2,1,Research Scientist,4,3622,22794,1,Yes,13,3,4,1,6,3,3,6,5,1,3
482,1,Travel_Rarely,1365,Sales,650,2,46,3,2,Sales Executive,1,4233,11512,2,No,17,3,3,0,9,2,1,3,1,1,2
483,0,Travel_Rarely,538,Research & Development,652,1,54,2,2,Laboratory Technician,4,3681,14004,4,No,14,3,4,0,9,3,3,3,2,0,2
484,0,Travel_Rarely,525,Sales,653,1,66,4,2,Sales Executive,4,5460,6219,4,No,22,4,4,2,13,4,4,7,7,5,7
485,0,Travel_Rarely,798,Research & Development,655,1,66,2,1,Research Scientist,3,2187,5013,0,No,12,3,3,2,6,5,2,5,3,0,3
486,0,Travel_Rarely,558,Sales,656,4,75,3,2,Sales Executive,3,9602,3010,4,Yes,11,3,3,1,17,3,2,3,0,1,0
487,0,Travel_Rarely,959,Research & Development,657,4,83,2,1,Research Scientist,2,2836,11757,1,No,13,3,4,0,1,0,4,1,0,0,0
488,0,Travel_Rarely,622,Research & Development,659,3,81,3,2,Healthcare Representative,4,4089,5718,1,No,13,3,2,2,10,4,3,10,2,2,2
489,0,Travel_Rarely,782,Research & Development,661,2,50,2,4,Research Director,4,16627,2671,4,Yes,14,3,3,1,21,3,2,1,0,0,0
490,0,Travel_Rarely,362,Research & Development,662,3,43,3,1,Research Scientist,1,2619,14561,3,No,17,3,4,0,8,3,2,0,0,0,0
491,0,Travel_Frequently,1001,Research & Development,663,4,72,3,2,Laboratory Technician,3,5679,19627,3,Yes,13,3,2,1,10,3,3,8,7,4,7
492,0,Travel_Rarely,1236,Research & Development,664,4,40,2,4,Manager,1,15402,17997,7,No,11,3,1,1,21,3,1,3,2,0,2
493,0,Travel_Rarely,1112,Human Resources,665,1,50,2,2,Human Resources,3,5985,26894,4,No,11,3,2,0,10,1,4,2,2,0,2
494,0,Travel_Rarely,204,Sales,666,3,31,3,1,Sales Representative,3,2579,2912,1,Yes,18,3,4,2,8,3,3,8,2,0,6
495,1,Travel_Rarely,1420,Sales,667,3,85,3,1,Sales Representative,1,3041,16346,0,No,11,3,2,1,5,3,3,4,3,0,2
496,0,Travel_Rarely,1343,Sales,669,3,49,3,1,Sales Representative,3,3447,24444,1,No,11,3,3,0,3,2,3,3,2,1,2
497,0,Travel_Rarely,1315,Research & Development,671,4,35,3,5,Manager,4,19513,9358,4,Yes,12,3,1,1,26,2,4,2,2,0,1
498,0,Travel_Rarely,604,Research & Development,675,1,69,3,1,Research Scientist,3,2773,12145,0,No,20,4,4,0,3,3,3,2,2,2,2
499,0,Travel_Rarely,1216,Sales,677,3,39,3,2,Sales Executive,3,7104,20431,0,No,12,3,4,0,6,3,3,5,0,1,2
500,0,Travel_Rarely,646,Research & Development,679,1,92,3,2,Research Scientist,4,6322,18089,1,Yes,12,3,4,1,6,2,2,6,4,0,5
501,0,Travel_Frequently,160,Research & Development,680,3,71,3,1,Research Scientist,3,2083,22653,1,No,20,4,3,1,1,2,3,1,0,0,0
502,0,Travel_Rarely,238,Sales,682,4,34,3,2,Sales Executive,1,8381,7507,7,No,20,4,4,0,18,2,4,14,7,8,10
503,0,Travel_Rarely,1397,Research & Development,683,2,42,3,1,Research Scientist,4,2691,7660,1,No,12,3,4,1,10,4,2,10,9,8,8
504,1,Travel_Frequently,306,Sales,684,1,100,3,2,Sales Executive,1,4286,5630,2,No,14,3,4,2,5,4,3,1,1,0,0
505,0,Travel_Rarely,991,Research & Development,686,3,71,3,1,Laboratory Technician,4,2659,17759,1,Yes,13,3,3,1,3,2,3,3,2,0,2
506,0,Travel_Rarely,482,Research & Development,689,3,36,3,3,Manufacturing Director,3,9434,9606,1,No,15,3,3,1,10,2,3,10,7,7,8
507,0,Travel_Rarely,1176,Sales,690,2,62,3,2,Sales Executive,3,5561,3487,1,No,14,3,1,1,6,5,2,6,0,1,2
508,0,Travel_Rarely,1017,Research & Development,691,2,82,1,2,Research Scientist,4,6646,19368,1,No,13,3,2,0,17,3,3,17,11,11,8
509,0,Travel_Frequently,1296,Research & Development,692,3,30,3,2,Healthcare Representative,4,7725,5335,3,No,23,4,3,1,15,2,1,13,11,4,7
510,0,Travel_Rarely,397,Human Resources,698,3,88,3,3,Human Resources,2,10725,6729,2,No,15,3,3,1,16,1,4,9,7,7,1
511,0,Travel_Rarely,913,Research & Development,699,2,48,2,2,Manufacturing Director,2,8847,13934,2,Yes,11,3,3,1,13,2,3,3,2,0,2
512,0,Travel_Rarely,1115,Research & Development,700,1,54,2,1,Research Scientist,4,2045,15174,0,No,13,3,4,0,5,0,3,4,2,1,1
513,1,Travel_Rarely,1362,Research & Development,701,4,32,3,1,Research Scientist,3,1009,26999,1,Yes,11,3,4,0,1,5,3,1,0,1,1
514,1,Travel_Frequently,1076,Research & Development,702,1,70,3,1,Research Scientist,1,3348,3164,1,Yes,11,3,1,0,10,3,3,10,8,9,7
515,0,Non-Travel,727,Research & Development,704,3,41,2,1,Laboratory Technician,3,1281,16900,1,No,18,3,3,2,1,3,3,1,0,0,0
516,0,Travel_Rarely,885,Research & Development,705,1,58,4,1,Research Scientist,1,2819,8544,2,No,16,3,1,1,5,3,4,3,2,0,2
517,0,Travel_Rarely,810,Sales,707,4,57,4,2,Sales Executive,2,4851,15678,0,No,22,4,3,1,4,4,3,3,2,1,2
518,0,Travel_Rarely,243,Sales,709,4,46,2,2,Sales Executive,4,4028,7791,0,No,20,4,1,0,8,2,3,7,7,0,5
519,0,Travel_Frequently,806,Research & Development,710,2,76,1,1,Research Scientist,4,2720,18959,1,No,18,3,4,1,10,5,3,10,7,2,8
520,0,Travel_Rarely,817,Sales,712,2,56,4,2,Sales Executive,2,8120,18597,3,No,12,3,4,0,12,3,3,2,2,2,2
521,0,Travel_Frequently,1410,Sales,714,4,71,4,2,Sales Executive,4,4647,16673,1,Yes,20,4,2,2,6,3,3,6,5,0,4
522,0,Travel_Rarely,1225,Research & Development,715,4,80,4,1,Research Scientist,4,4680,15232,3,No,17,3,1,0,4,2,3,1,0,0,0
523,0,Travel_Rarely,1207,Research & Development,716,4,74,4,1,Laboratory Technician,3,3221,3297,1,Yes,11,3,3,3,20,3,3,20,8,3,8
524,0,Travel_Rarely,1442,Research & Development,717,4,46,2,3,Healthcare Representative,2,8621,17654,1,No,14,3,2,0,9,3,4,8,7,7,7
525,1,Travel_Rarely,693,Sales,720,1,65,3,2,Sales Executive,3,4577,24785,9,No,14,3,1,0,4,3,3,2,2,2,0
526,0,Travel_Rarely,408,Research & Development,721,4,80,2,2,Healthcare Representative,3,4553,20978,1,No,11,3,1,0,20,4,3,20,7,11,10
527,0,Travel_Rarely,929,Sales,722,4,55,3,2,Sales Executive,4,5396,21703,1,No,12,3,4,0,10,2,2,10,7,0,8
528,1,Travel_Frequently,562,Sales,723,2,50,3,2,Sales Executive,3,6796,23452,3,Yes,14,3,1,1,18,4,3,4,3,1,3
529,0,Travel_Rarely,827,Research & Development,724,2,33,4,2,Healthcare Representative,4,7625,19383,0,No,13,3,3,0,10,4,2,9,7,1,8
530,0,Travel_Rarely,608,Research & Development,725,3,68,3,3,Manufacturing Director,1,7412,6009,1,No,11,3,4,0,9,3,3,9,7,0,7
531,0,Travel_Rarely,1018,Research & Development,727,3,39,3,3,Research Director,4,11159,19373,3,No,15,3,4,0,10,6,3,7,7,7,7
532,0,Travel_Rarely,703,Sales,728,4,42,3,2,Sales Executive,1,4960,11825,2,No,12,3,4,0,20,2,3,7,7,1,7
533,0,Travel_Frequently,580,Sales,729,4,48,2,3,Sales Executive,1,10475,23772,5,Yes,21,4,3,1,20,2,3,18,13,1,12
534,0,Travel_Rarely,970,Research & Development,730,3,59,4,4,Research Director,3,14814,13514,3,No,19,3,3,0,32,3,3,5,1,1,3
535,0,Travel_Rarely,427,Human Resources,731,2,73,2,5,Manager,4,19141,8861,3,No,15,3,2,3,23,2,2,21,6,12,6
536,0,Travel_Rarely,1179,Sales,732,1,84,3,2,Sales Executive,1,5405,11924,8,No,14,3,4,0,10,1,3,2,2,2,2
537,0,Travel_Frequently,294,Research & Development,733,4,32,3,3,Manufacturing Director,1,8793,4809,1,No,21,4,3,2,9,4,2,9,7,1,7
538,0,Travel_Rarely,314,Human Resources,734,4,59,2,5,Manager,3,19189,19562,1,No,12,3,2,1,22,3,3,22,7,2,10
539,0,Travel_Rarely,316,Sales,738,4,54,3,1,Sales Representative,2,3875,9983,7,No,15,3,4,1,4,2,3,2,2,2,2
540,1,Travel_Rarely,654,Research & Development,741,1,67,1,1,Research Scientist,2,2216,3872,7,Yes,13,3,4,0,10,4,3,7,7,3,7
541,0,Non-Travel,427,Research & Development,742,1,63,4,3,Research Director,1,11713,20335,9,No,14,3,1,1,10,2,3,8,7,0,5
542,0,Travel_Rarely,168,Research & Development,743,3,81,3,3,Manufacturing Director,3,7861,15397,4,Yes,14,3,4,0,10,4,4,1,0,0,0
543,0,Non-Travel,381,Research & Development,744,1,49,1,1,Laboratory Technician,3,3708,2104,2,No,14,3,3,0,9,5,3,5,2,1,4
544,0,Travel_Frequently,217,Sales,746,4,49,3,4,Sales Executive,3,13770,10225,9,Yes,12,3,4,2,28,2,2,22,2,11,13
545,0,Travel_Rarely,501,Sales,747,3,99,3,2,Sales Executive,4,5304,25275,7,No,23,4,4,1,10,2,2,8,7,7,7
546,0,Travel_Rarely,1396,Sales,749,3,99,3,1,Sales Representative,3,2642,2755,1,No,11,3,3,0,1,6,3,1,0,0,0
547,1,Travel_Frequently,933,Research & Development,752,3,57,4,1,Research Scientist,3,2759,20366,6,Yes,12,3,4,0,7,2,3,2,2,2,2
548,0,Travel_Frequently,775,Sales,754,4,47,2,2,Sales Executive,4,6804,23683,3,No,18,3,3,1,7,5,3,2,2,2,2
549,0,Travel_Rarely,970,Research & Development,757,2,96,3,2,Healthcare Representative,3,6142,7360,3,No,11,3,4,0,10,2,3,5,1,4,3
550,0,Travel_Rarely,650,Research & Development,758,2,37,3,1,Laboratory Technician,1,2500,4344,1,No,14,3,4,1,5,2,4,4,3,0,2
551,0,Travel_Rarely,141,Human Resources,760,3,44,4,2,Human Resources,2,6389,18767,9,No,15,3,3,1,12,3,1,8,3,3,6
552,0,Travel_Rarely,832,Research & Development,762,3,81,3,4,Healthcare Representative,4,11103,20420,7,No,11,3,3,0,30,1,2,10,7,1,1
553,0,Travel_Rarely,804,Research & Development,763,4,86,2,1,Research Scientist,4,2342,22929,0,Yes,20,4,4,0,5,2,2,4,2,2,3
554,0,Travel_Rarely,975,Research & Development,764,4,55,2,2,Healthcare Representative,1,6811,23398,8,No,19,3,1,0,9,2,1,7,6,0,7
555,0,Travel_Rarely,1090,Sales,766,4,83,3,1,Sales Representative,2,2297,17967,1,No,14,3,4,2,2,2,3,2,2,2,2
556,0,Travel_Rarely,346,Research & Development,769,4,86,3,2,Laboratory Technician,4,2450,10919,2,No,17,3,4,0,19,4,3,2,2,2,2
557,0,Non-Travel,1225,Research & Development,771,4,61,3,2,Healthcare Representative,1,5093,4761,2,No,11,3,1,1,16,2,4,1,0,0,0
558,0,Travel_Frequently,430,Research & Development,772,1,80,3,2,Laboratory Technician,4,5309,21146,1,No,15,3,4,2,10,2,3,10,8,4,7
559,0,Travel_Rarely,268,Research & Development,773,4,92,3,1,Research Scientist,3,3057,20471,6,Yes,13,3,2,1,6,0,1,1,0,0,1
560,0,Travel_Rarely,167,Research & Development,775,2,32,3,2,Manufacturing Director,1,5121,4187,3,No,14,3,3,1,7,3,3,0,0,0,0
561,0,Travel_Rarely,621,Sales,776,3,31,2,4,Manager,1,16856,10084,1,No,11,3,1,0,34,3,4,34,6,1,16
562,1,Travel_Rarely,527,Research & Development,780,4,63,3,1,Research Scientist,4,2686,5207,1,Yes,13,3,3,0,10,2,2,10,9,7,8
563,0,Travel_Rarely,883,Sales,781,3,32,3,2,Sales Executive,4,6180,22807,1,No,23,4,2,0,6,5,2,6,5,1,4
564,0,Travel_Rarely,954,Sales,783,2,46,1,2,Sales Representative,3,6632,12388,0,No,13,3,1,0,9,3,3,8,7,3,1
565,0,Travel_Rarely,310,Research & Development,784,1,79,4,1,Research Scientist,3,3505,19630,1,No,18,3,4,0,2,3,3,2,2,0,2
